trial,lp,chain,ll,f_00,f_10,f_20,f_30,f_40,f_50,f_60,f_70,size
2,-2399.33977462658,3,-2394.67881279538,0.139125950606843,0.0607901973380329,0.273449326291409,0.423757727293436,0.402621264147759,0.522797804442947,0.724746954659429,0.706909438621796,55.4043017091506
2,-2396.51069017516,4,-2391.81716834647,0.128380453930814,0.0595780229792749,0.257447570355764,0.382779934018481,0.400190973424256,0.491342361351253,0.732693734359434,0.648585110129474,45.7092558586995
2,-2397.00173962483,5,-2392.34325937303,0.15656683903035,0.0721975248803354,0.280727845996172,0.381692751847407,0.415114585082703,0.566480996554394,0.795185466353102,0.73247324990209,50.1201707637003
2,-2397.72980791964,6,-2392.82484053296,0.114435146896899,0.0540926323385705,0.229381091639703,0.343320761736146,0.324507505795183,0.450827932609848,0.634226139565456,0.617751782010489,45.899750823587
2,-2396.30052791415,7,-2391.7225132716,0.158323245470185,0.0730726291474777,0.273762569183756,0.407422051760168,0.422992165554192,0.548858076635652,0.796640960923116,0.708082768341524,51.7915837368335
2,-2397.85849148165,8,-2392.76651475624,0.110265775606543,0.0511604911486756,0.256024631427021,0.372808443805525,0.383015233935613,0.489708053329558,0.761988832649102,0.648931840039419,49.1726579035123
2,-2398.41129587658,9,-2393.50054497705,0.142277534762361,0.0713219853705133,0.297751331194376,0.377758046602584,0.463659203799379,0.538805808113524,0.831169081269261,0.763129097766811,49.9408036390516
2,-2397.4030828825,10,-2392.61843400977,0.121840440355449,0.0543128095390266,0.23399455422019,0.358454808253234,0.347502599653536,0.468759399057946,0.631451608378492,0.615967298161966,49.28679846067
2,-2398.30921125008,11,-2392.84879850036,0.150549546827629,0.0761876600916107,0.321711453935375,0.449380149316033,0.438745699021307,0.610686776644641,0.908986217159265,0.815659332262739,46.7675376784795
2,-2397.71456116558,12,-2392.70436070477,0.114948413091373,0.0531520754350985,0.243023076097909,0.354360351090103,0.367190985114713,0.446052948609569,0.729842767558041,0.650183799127325,46.6377614204446
2,-2397.72839104625,13,-2392.87438677304,0.123233702639685,0.0634367276362763,0.294716015000184,0.379309080802245,0.437158703002656,0.532829897436173,0.794229921865949,0.710389341659261,46.0624101281907
2,-2402.06293257117,14,-2396.560405105,0.132389160924445,0.0904982783050814,0.300351810529794,0.490085763077594,0.534884024894045,0.632582411092177,0.883452252158212,0.867130349285669,47.5334625432347
2,-2397.3344633799,15,-2392.76960537648,0.147688418979317,0.0769050664366514,0.295308793598309,0.405992226948496,0.432045697647291,0.59577477961531,0.794100004622455,0.714062580311998,50.9915749257164
2,-2396.86448253665,16,-2391.5199612654,0.144710280184091,0.0846763242943045,0.333454090931037,0.454636921384164,0.469141666384477,0.623940086891353,0.886342758422295,0.847037699004276,49.7663259846673
2,-2403.40898063107,17,-2397.88763642525,0.167319539374653,0.0591385372233423,0.316085010943504,0.476871896028153,0.500926744974407,0.556774195971151,0.8844690439958,0.847496871213381,51.3765051221447
3,-2397.62985506287,0,-2392.98046534498,0.124784504922676,0.0729563422954062,0.307594300464504,0.419128072498007,0.44391315195206,0.527376201313461,0.774384265987725,0.73257842833372,49.4096895008906
3,-2398.56908220937,1,-2393.76847153431,0.105100486258864,0.0575764796149222,0.249848914096791,0.361906570299715,0.394804112562344,0.459966924336555,0.657814743533112,0.631984992502671,47.2929974248382
3,-2397.79498418269,2,-2392.96492187304,0.1174401421883,0.0660659079491884,0.252546482441318,0.394975466175337,0.407485493846886,0.48364989328784,0.77073424316811,0.663712835206706,53.0723613228511
3,-2399.33977462658,3,-2394.67881279538,0.139125950606843,0.0607901973380329,0.273449326291409,0.423757727293436,0.402621264147759,0.522797804442947,0.724746954659429,0.706909438621796,55.4043017091506
3,-2396.51069017516,4,-2391.81716834647,0.128380453930814,0.0595780229792749,0.257447570355764,0.382779934018481,0.400190973424256,0.491342361351253,0.732693734359434,0.648585110129474,45.7092558586995
3,-2397.00173962483,5,-2392.34325937303,0.15656683903035,0.0721975248803354,0.280727845996172,0.381692751847407,0.415114585082703,0.566480996554394,0.795185466353102,0.73247324990209,50.1201707637003
3,-2397.72980791964,6,-2392.82484053296,0.114435146896899,0.0540926323385705,0.229381091639703,0.343320761736146,0.324507505795183,0.450827932609848,0.634226139565456,0.617751782010489,45.899750823587
3,-2396.30052791415,7,-2391.7225132716,0.158323245470185,0.0730726291474777,0.273762569183756,0.407422051760168,0.422992165554192,0.548858076635652,0.796640960923116,0.708082768341524,51.7915837368335
3,-2397.85849148165,8,-2392.76651475624,0.110265775606543,0.0511604911486756,0.256024631427021,0.372808443805525,0.383015233935613,0.489708053329558,0.761988832649102,0.648931840039419,49.1726579035123
3,-2398.41129587658,9,-2393.50054497705,0.142277534762361,0.0713219853705133,0.297751331194376,0.377758046602584,0.463659203799379,0.538805808113524,0.831169081269261,0.763129097766811,49.9408036390516
3,-2397.4030828825,10,-2392.61843400977,0.121840440355449,0.0543128095390266,0.23399455422019,0.358454808253234,0.347502599653536,0.468759399057946,0.631451608378492,0.615967298161966,49.28679846067
3,-2398.30921125008,11,-2392.84879850036,0.150549546827629,0.0761876600916107,0.321711453935375,0.449380149316033,0.438745699021307,0.610686776644641,0.908986217159265,0.815659332262739,46.7675376784795
3,-2397.71456116558,12,-2392.70436070477,0.114948413091373,0.0531520754350985,0.243023076097909,0.354360351090103,0.367190985114713,0.446052948609569,0.729842767558041,0.650183799127325,46.6377614204446
3,-2397.72839104625,13,-2392.87438677304,0.123233702639685,0.0634367276362763,0.294716015000184,0.379309080802245,0.437158703002656,0.532829897436173,0.794229921865949,0.710389341659261,46.0624101281907
3,-2401.31884053155,14,-2395.33084206616,0.153162903517472,0.0994828409660594,0.320098145073131,0.502952580627916,0.558668779048671,0.692219709463628,0.917136618575533,0.907738712287582,49.2794893560859
3,-2397.3344633799,15,-2392.76960537648,0.147688418979317,0.0769050664366514,0.295308793598309,0.405992226948496,0.432045697647291,0.59577477961531,0.794100004622455,0.714062580311998,50.9915749257164
3,-2396.86448253665,16,-2391.5199612654,0.144710280184091,0.0846763242943045,0.333454090931037,0.454636921384164,0.469141666384477,0.623940086891353,0.886342758422295,0.847037699004276,49.7663259846673
3,-2403.40898063107,17,-2397.88763642525,0.167319539374653,0.0591385372233423,0.316085010943504,0.476871896028153,0.500926744974407,0.556774195971151,0.8844690439958,0.847496871213381,51.3765051221447
4,-2397.62985506287,0,-2392.98046534498,0.124784504922676,0.0729563422954062,0.307594300464504,0.419128072498007,0.44391315195206,0.527376201313461,0.774384265987725,0.73257842833372,49.4096895008906
4,-2396.94323808042,1,-2392.26494673173,0.126633891713103,0.0683110854808583,0.271512637389219,0.41542687274918,0.396385651790286,0.520909657067731,0.747418697535452,0.714385599041477,47.8388458034503
4,-2397.79498418269,2,-2392.96492187304,0.1174401421883,0.0660659079491884,0.252546482441318,0.394975466175337,0.407485493846886,0.48364989328784,0.77073424316811,0.663712835206706,53.0723613228511
4,-2399.33977462658,3,-2394.67881279538,0.139125950606843,0.0607901973380329,0.273449326291409,0.423757727293436,0.402621264147759,0.522797804442947,0.724746954659429,0.706909438621796,55.4043017091506
4,-2396.51069017516,4,-2391.81716834647,0.128380453930814,0.0595780229792749,0.257447570355764,0.382779934018481,0.400190973424256,0.491342361351253,0.732693734359434,0.648585110129474,45.7092558586995
4,-2397.00173962483,5,-2392.34325937303,0.15656683903035,0.0721975248803354,0.280727845996172,0.381692751847407,0.415114585082703,0.566480996554394,0.795185466353102,0.73247324990209,50.1201707637003
4,-2397.72980791964,6,-2392.82484053296,0.114435146896899,0.0540926323385705,0.229381091639703,0.343320761736146,0.324507505795183,0.450827932609848,0.634226139565456,0.617751782010489,45.899750823587
4,-2396.30052791415,7,-2391.7225132716,0.158323245470185,0.0730726291474777,0.273762569183756,0.407422051760168,0.422992165554192,0.548858076635652,0.796640960923116,0.708082768341524,51.7915837368335
4,-2397.85849148165,8,-2392.76651475624,0.110265775606543,0.0511604911486756,0.256024631427021,0.372808443805525,0.383015233935613,0.489708053329558,0.761988832649102,0.648931840039419,49.1726579035123
4,-2398.41129587658,9,-2393.50054497705,0.142277534762361,0.0713219853705133,0.297751331194376,0.377758046602584,0.463659203799379,0.538805808113524,0.831169081269261,0.763129097766811,49.9408036390516
4,-2397.4030828825,10,-2392.61843400977,0.121840440355449,0.0543128095390266,0.23399455422019,0.358454808253234,0.347502599653536,0.468759399057946,0.631451608378492,0.615967298161966,49.28679846067
4,-2398.30921125008,11,-2392.84879850036,0.150549546827629,0.0761876600916107,0.321711453935375,0.449380149316033,0.438745699021307,0.610686776644641,0.908986217159265,0.815659332262739,46.7675376784795
4,-2397.71456116558,12,-2392.70436070477,0.114948413091373,0.0531520754350985,0.243023076097909,0.354360351090103,0.367190985114713,0.446052948609569,0.729842767558041,0.650183799127325,46.6377614204446
4,-2397.72839104625,13,-2392.87438677304,0.123233702639685,0.0634367276362763,0.294716015000184,0.379309080802245,0.437158703002656,0.532829897436173,0.794229921865949,0.710389341659261,46.0624101281907
4,-2401.31884053155,14,-2395.33084206616,0.153162903517472,0.0994828409660594,0.320098145073131,0.502952580627916,0.558668779048671,0.692219709463628,0.917136618575533,0.907738712287582,49.2794893560859
4,-2397.3344633799,15,-2392.76960537648,0.147688418979317,0.0769050664366514,0.295308793598309,0.405992226948496,0.432045697647291,0.59577477961531,0.794100004622455,0.714062580311998,50.9915749257164
4,-2396.76890866835,16,-2391.95013936964,0.11319105192346,0.0632157351645576,0.262695345665996,0.369138970029345,0.404123819147535,0.474205872394473,0.722604014550852,0.696811721574259,49.6485847473265
4,-2404.32673404123,17,-2399.0158489917,0.155701123679698,0.0578735983349747,0.311489040617594,0.466209065835231,0.497772849723631,0.539936265942161,0.845262862838969,0.837786986965521,52.2219095989883
5,-2398.13770900568,0,-2393.46476272521,0.119615062297869,0.0678646511584339,0.278338723542082,0.404713339464613,0.403087076702251,0.478251813273633,0.737661841268748,0.698284146685336,49.7397483480168
5,-2396.94323808042,1,-2392.26494673173,0.126633891713103,0.0683110854808583,0.271512637389219,0.41542687274918,0.396385651790286,0.520909657067731,0.747418697535452,0.714385599041477,47.8388458034503
5,-2397.79498418269,2,-2392.96492187304,0.1174401421883,0.0660659079491884,0.252546482441318,0.394975466175337,0.407485493846886,0.48364989328784,0.77073424316811,0.663712835206706,53.0723613228511
5,-2399.33977462658,3,-2394.67881279538,0.139125950606843,0.0607901973380329,0.273449326291409,0.423757727293436,0.402621264147759,0.522797804442947,0.724746954659429,0.706909438621796,55.4043017091506
5,-2396.51069017516,4,-2391.81716834647,0.128380453930814,0.0595780229792749,0.257447570355764,0.382779934018481,0.400190973424256,0.491342361351253,0.732693734359434,0.648585110129474,45.7092558586995
5,-2397.00173962483,5,-2392.34325937303,0.15656683903035,0.0721975248803354,0.280727845996172,0.381692751847407,0.415114585082703,0.566480996554394,0.795185466353102,0.73247324990209,50.1201707637003
5,-2396.1906704245,6,-2391.48798977716,0.132930016137131,0.0602718784933565,0.252069210594695,0.349754576964439,0.362703978508163,0.492140407735488,0.70552104314035,0.661127320363862,46.0890925675625
5,-2396.30052791415,7,-2391.7225132716,0.158323245470185,0.0730726291474777,0.273762569183756,0.407422051760168,0.422992165554192,0.548858076635652,0.796640960923116,0.708082768341524,51.7915837368335
5,-2397.85849148165,8,-2392.76651475624,0.110265775606543,0.0511604911486756,0.256024631427021,0.372808443805525,0.383015233935613,0.489708053329558,0.761988832649102,0.648931840039419,49.1726579035123
5,-2398.41129587658,9,-2393.50054497705,0.142277534762361,0.0713219853705133,0.297751331194376,0.377758046602584,0.463659203799379,0.538805808113524,0.831169081269261,0.763129097766811,49.9408036390516
5,-2397.4030828825,10,-2392.61843400977,0.121840440355449,0.0543128095390266,0.23399455422019,0.358454808253234,0.347502599653536,0.468759399057946,0.631451608378492,0.615967298161966,49.28679846067
5,-2398.30921125008,11,-2392.84879850036,0.150549546827629,0.0761876600916107,0.321711453935375,0.449380149316033,0.438745699021307,0.610686776644641,0.908986217159265,0.815659332262739,46.7675376784795
5,-2397.71456116558,12,-2392.70436070477,0.114948413091373,0.0531520754350985,0.243023076097909,0.354360351090103,0.367190985114713,0.446052948609569,0.729842767558041,0.650183799127325,46.6377614204446
5,-2397.72839104625,13,-2392.87438677304,0.123233702639685,0.0634367276362763,0.294716015000184,0.379309080802245,0.437158703002656,0.532829897436173,0.794229921865949,0.710389341659261,46.0624101281907
5,-2402.25973358022,14,-2395.79055498441,0.150083434014838,0.0962821180662358,0.336436868615079,0.479233439474708,0.586289273915688,0.700096883606048,0.949022684557803,0.905895525984745,48.096466824483
5,-2397.3344633799,15,-2392.76960537648,0.147688418979317,0.0769050664366514,0.295308793598309,0.405992226948496,0.432045697647291,0.59577477961531,0.794100004622455,0.714062580311998,50.9915749257164
5,-2396.76890866835,16,-2391.95013936964,0.11319105192346,0.0632157351645576,0.262695345665996,0.369138970029345,0.404123819147535,0.474205872394473,0.722604014550852,0.696811721574259,49.6485847473265
5,-2404.32673404123,17,-2399.0158489917,0.155701123679698,0.0578735983349747,0.311489040617594,0.466209065835231,0.497772849723631,0.539936265942161,0.845262862838969,0.837786986965521,52.2219095989883
6,-2396.98857491093,0,-2392.292979104,0.125521579897655,0.0684156926944608,0.299615523851757,0.411859983386604,0.423769705682373,0.516182867867738,0.783524079574148,0.706384496217403,47.4500492947009
6,-2396.94323808042,1,-2392.26494673173,0.126633891713103,0.0683110854808583,0.271512637389219,0.41542687274918,0.396385651790286,0.520909657067731,0.747418697535452,0.714385599041477,47.8388458034503
6,-2397.79498418269,2,-2392.96492187304,0.1174401421883,0.0660659079491884,0.252546482441318,0.394975466175337,0.407485493846886,0.48364989328784,0.77073424316811,0.663712835206706,53.0723613228511
6,-2399.33977462658,3,-2394.67881279538,0.139125950606843,0.0607901973380329,0.273449326291409,0.423757727293436,0.402621264147759,0.522797804442947,0.724746954659429,0.706909438621796,55.4043017091506
6,-2396.51069017516,4,-2391.81716834647,0.128380453930814,0.0595780229792749,0.257447570355764,0.382779934018481,0.400190973424256,0.491342361351253,0.732693734359434,0.648585110129474,45.7092558586995
6,-2397.00173962483,5,-2392.34325937303,0.15656683903035,0.0721975248803354,0.280727845996172,0.381692751847407,0.415114585082703,0.566480996554394,0.795185466353102,0.73247324990209,50.1201707637003
6,-2396.1906704245,6,-2391.48798977716,0.132930016137131,0.0602718784933565,0.252069210594695,0.349754576964439,0.362703978508163,0.492140407735488,0.70552104314035,0.661127320363862,46.0890925675625
6,-2396.30052791415,7,-2391.7225132716,0.158323245470185,0.0730726291474777,0.273762569183756,0.407422051760168,0.422992165554192,0.548858076635652,0.796640960923116,0.708082768341524,51.7915837368335
6,-2397.85849148165,8,-2392.76651475624,0.110265775606543,0.0511604911486756,0.256024631427021,0.372808443805525,0.383015233935613,0.489708053329558,0.761988832649102,0.648931840039419,49.1726579035123
6,-2398.41129587658,9,-2393.50054497705,0.142277534762361,0.0713219853705133,0.297751331194376,0.377758046602584,0.463659203799379,0.538805808113524,0.831169081269261,0.763129097766811,49.9408036390516
6,-2397.90880323198,10,-2393.0096177765,0.117590677283615,0.0543268644642791,0.221525906111247,0.3137076436958,0.323089479635761,0.449278147036107,0.620277215163172,0.587044677206485,43.5949647600029
6,-2398.30921125008,11,-2392.84879850036,0.150549546827629,0.0761876600916107,0.321711453935375,0.449380149316033,0.438745699021307,0.610686776644641,0.908986217159265,0.815659332262739,46.7675376784795
6,-2397.71456116558,12,-2392.70436070477,0.114948413091373,0.0531520754350985,0.243023076097909,0.354360351090103,0.367190985114713,0.446052948609569,0.729842767558041,0.650183799127325,46.6377614204446
6,-2397.72839104625,13,-2392.87438677304,0.123233702639685,0.0634367276362763,0.294716015000184,0.379309080802245,0.437158703002656,0.532829897436173,0.794229921865949,0.710389341659261,46.0624101281907
6,-2402.25973358022,14,-2395.79055498441,0.150083434014838,0.0962821180662358,0.336436868615079,0.479233439474708,0.586289273915688,0.700096883606048,0.949022684557803,0.905895525984745,48.096466824483
6,-2397.3344633799,15,-2392.76960537648,0.147688418979317,0.0769050664366514,0.295308793598309,0.405992226948496,0.432045697647291,0.59577477961531,0.794100004622455,0.714062580311998,50.9915749257164
6,-2396.73880102416,16,-2392.11455973164,0.139571805241363,0.0756382534585411,0.28804502604346,0.387659735636616,0.434858289571639,0.552863775281201,0.764768873096528,0.749958081963688,51.9140439594872
6,-2404.32673404123,17,-2399.0158489917,0.155701123679698,0.0578735983349747,0.311489040617594,0.466209065835231,0.497772849723631,0.539936265942161,0.845262862838969,0.837786986965521,52.2219095989883
7,-2397.82964825489,0,-2393.22027696397,0.136678785226784,0.0659435461058904,0.310345725886098,0.426439052473106,0.421865006266984,0.535027836032705,0.759427312704854,0.727401475633334,48.6257024017485
7,-2396.94323808042,1,-2392.26494673173,0.126633891713103,0.0683110854808583,0.271512637389219,0.41542687274918,0.396385651790286,0.520909657067731,0.747418697535452,0.714385599041477,47.8388458034503
7,-2397.79498418269,2,-2392.96492187304,0.1174401421883,0.0660659079491884,0.252546482441318,0.394975466175337,0.407485493846886,0.48364989328784,0.77073424316811,0.663712835206706,53.0723613228511
7,-2399.33977462658,3,-2394.67881279538,0.139125950606843,0.0607901973380329,0.273449326291409,0.423757727293436,0.402621264147759,0.522797804442947,0.724746954659429,0.706909438621796,55.4043017091506
7,-2396.51069017516,4,-2391.81716834647,0.128380453930814,0.0595780229792749,0.257447570355764,0.382779934018481,0.400190973424256,0.491342361351253,0.732693734359434,0.648585110129474,45.7092558586995
7,-2397.00173962483,5,-2392.34325937303,0.15656683903035,0.0721975248803354,0.280727845996172,0.381692751847407,0.415114585082703,0.566480996554394,0.795185466353102,0.73247324990209,50.1201707637003
7,-2396.1906704245,6,-2391.48798977716,0.132930016137131,0.0602718784933565,0.252069210594695,0.349754576964439,0.362703978508163,0.492140407735488,0.70552104314035,0.661127320363862,46.0890925675625
7,-2396.69655606212,7,-2392.15080151705,0.167348704579092,0.0824892452739016,0.302646226313898,0.413124519054286,0.46352391625668,0.57992705392331,0.820743681332946,0.752748098780774,49.5190523052775
7,-2397.90797560423,8,-2392.7009436736,0.124286585588082,0.0573559658731369,0.285396429973467,0.40875666697866,0.422412720029092,0.5309629137479,0.844057427366609,0.720674181881189,51.5949394988813
7,-2398.41129587658,9,-2393.50054497705,0.142277534762361,0.0713219853705133,0.297751331194376,0.377758046602584,0.463659203799379,0.538805808113524,0.831169081269261,0.763129097766811,49.9408036390516
7,-2397.90880323198,10,-2393.0096177765,0.117590677283615,0.0543268644642791,0.221525906111247,0.3137076436958,0.323089479635761,0.449278147036107,0.620277215163172,0.587044677206485,43.5949647600029
7,-2398.30921125008,11,-2392.84879850036,0.150549546827629,0.0761876600916107,0.321711453935375,0.449380149316033,0.438745699021307,0.610686776644641,0.908986217159265,0.815659332262739,46.7675376784795
7,-2397.71456116558,12,-2392.70436070477,0.114948413091373,0.0531520754350985,0.243023076097909,0.354360351090103,0.367190985114713,0.446052948609569,0.729842767558041,0.650183799127325,46.6377614204446
7,-2397.72839104625,13,-2392.87438677304,0.123233702639685,0.0634367276362763,0.294716015000184,0.379309080802245,0.437158703002656,0.532829897436173,0.794229921865949,0.710389341659261,46.0624101281907
7,-2402.25973358022,14,-2395.79055498441,0.150083434014838,0.0962821180662358,0.336436868615079,0.479233439474708,0.586289273915688,0.700096883606048,0.949022684557803,0.905895525984745,48.096466824483
7,-2397.3344633799,15,-2392.76960537648,0.147688418979317,0.0769050664366514,0.295308793598309,0.405992226948496,0.432045697647291,0.59577477961531,0.794100004622455,0.714062580311998,50.9915749257164
7,-2396.73880102416,16,-2392.11455973164,0.139571805241363,0.0756382534585411,0.28804502604346,0.387659735636616,0.434858289571639,0.552863775281201,0.764768873096528,0.749958081963688,51.9140439594872
7,-2404.32673404123,17,-2399.0158489917,0.155701123679698,0.0578735983349747,0.311489040617594,0.466209065835231,0.497772849723631,0.539936265942161,0.845262862838969,0.837786986965521,52.2219095989883
8,-2397.82964825489,0,-2393.22027696397,0.136678785226784,0.0659435461058904,0.310345725886098,0.426439052473106,0.421865006266984,0.535027836032705,0.759427312704854,0.727401475633334,48.6257024017485
8,-2396.94323808042,1,-2392.26494673173,0.126633891713103,0.0683110854808583,0.271512637389219,0.41542687274918,0.396385651790286,0.520909657067731,0.747418697535452,0.714385599041477,47.8388458034503
